meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1218,9153,2,10,2023-09-02T14:27:12.113000+00:00,,36.856,37.862,319.0,297,True,511.035,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",275.0
1218,9153,2,11,2023-09-02T14:28:59.893000+00:00,26.974,27.771,27.199,323.0,338,False,81.944,"[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049]",347.0
1218,9153,2,12,2023-09-02T14:30:21.877000+00:00,30.901,34.631,40.176,289.0,303,False,105.708,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",313.0
1218,9153,2,13,2023-09-02T14:37:11.044000+00:00,,33.086,30.004,319.0,300,True,400.675,"[None, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",244.0
1218,9153,2,14,2023-09-02T14:38:48.262000+00:00,27.061,27.788,27.578,322.0,336,False,82.427,"[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2049]","[2048, 2049, 2049, 2049, 2049, 2048, 2048]","[2048, 2049, 2049, 2049, 2049, 2051, 2049, 2048, 2048, 2048]",345.0
1218,9153,2,15,2023-09-02T14:40:10.698000+00:00,31.685,36.219,49.27,225.0,291,False,117.174,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",296.0
1218,9153,4,1,2023-09-02T14:01:31.193000+00:00,,32.766,29.087,287.0,296,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051, 2049, 2049]",193.0
1218,9153,4,2,2023-09-02T14:03:06.942000+00:00,27.416,27.925,27.155,319.0,330,False,82.496,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",333.0
1218,9153,4,3,2023-09-02T14:04:29.457000+00:00,37.541,37.554,32.589,199.0,270,False,107.684,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",179.0
1218,9153,4,4,2023-09-02T14:06:17.252000+00:00,27.527,27.807,27.123,317.0,329,False,82.457,"[None, 2049, 2049, 2048, 2049, 2048, 2048, 2048]","[2048, 2049, 2049, 2051, 2051, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2051, 2051, 2049]",333.0
1218,9153,4,5,2023-09-02T14:07:39.642000+00:00,30.181,31.96,37.42,286.0,256,False,99.561,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",278.0
1218,9153,4,6,2023-09-02T14:12:38.045000+00:00,,33.768,33.39,288.0,307,True,300.168,"[None, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",216.0
1218,9153,4,7,2023-09-02T14:14:19.372000+00:00,27.28,27.718,26.997,319.0,334,False,81.995,"[2049, 2049, 2048, 2049, 2049, 2049, 2049, 2049]","[2048, 2049, 2049, 2051, 2048, 2048, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048, 2048]",337.0
1218,9153,4,8,2023-09-02T14:15:41.324000+00:00,35.333,35.62,33.324,268.0,277,False,104.277,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",208.0
1218,9153,4,9,2023-09-02T14:17:25.620000+00:00,27.302,27.813,38.87,319.0,336,False,93.985,"[2049, 2049, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2049, 2049]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",343.0
1218,9153,4,10,2023-09-02T14:26:53.629000+00:00,,37.667,34.866,275.0,266,True,580.058,"[2064, 2064, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]",191.0
1218,9153,4,11,2023-09-02T14:28:39.644000+00:00,27.128,27.461,26.992,319.0,333,False,81.581,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",340.0
1218,9153,4,12,2023-09-02T14:30:01.221000+00:00,36.277,38.095,32.038,213.0,260,False,106.41,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",240.0
1218,9153,4,13,2023-09-02T14:31:47.657000+00:00,27.315,27.544,27.052,319.0,332,False,81.911,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2049]","[2049, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",339.0
1218,9153,4,14,2023-09-02T14:33:09.594000+00:00,30.856,32.924,36.789,255.0,265,False,100.569,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",270.0
1218,9153,4,15,2023-09-02T14:37:55.403000+00:00,,33.095,41.77,302.0,304,True,294.096,"[None, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",224.0
1218,9153,4,16,2023-09-02T14:39:44.230000+00:00,27.117,27.608,26.992,322.0,339,False,81.717,"[2049, 2049, 2048, 2048, 2049, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2049, 2048, 2049, 2051, 2051, 2048, 2048, 2048, 2049, 2048]",346.0
1218,9153,4,17,2023-09-02T14:41:05.932000+00:00,34.485,33.689,38.6,262.0,255,False,106.774,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",199.0
1218,9153,4,18,2023-09-02T14:49:21.598000+00:00,,37.21,31.646,258.0,278,True,504.252,"[None, 2064, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2051, 2049, 2049, 2049, 2049]",88.0
1218,9153,4,19,2023-09-02T14:51:16.972000+00:00,26.946,27.27,26.763,319.0,334,False,80.979,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2051, 2049, 2049, 2049, 2049]",339.0
1218,9153,4,20,2023-09-02T14:52:37.909000+00:00,31.701,32.963,37.092,249.0,265,False,101.756,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",258.0
1218,9153,4,21,2023-09-02T14:57:26.859000+00:00,,37.784,33.607,231.0,246,True,293.228,"[2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2049]",203.0
1218,9153,4,22,2023-09-02T14:59:13.014000+00:00,26.9,27.379,26.749,319.0,332,False,81.028,"[2049, 2049, 2049, 2048, 2049, 2048, 2049, 2049]","[2048, 2048, 2048, 2049, 2049, 2049, 2048]","[2048, 2049, 2049, 2048, 2048, 2048, 2049, 2049, 2048, 2048]",341.0
1218,9153,4,23,2023-09-02T15:00:33.966000+00:00,35.002,36.889,,195.0,192,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",[2048],224.0
1218,9153,10,1,2023-09-02T14:01:58.302000+00:00,,32.96,29.987,314.0,302,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",240.0
1218,9153,10,2,2023-09-02T14:03:35.535000+00:00,27.245,28.099,27.518,318.0,331,False,82.862,"[2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",339.0
1218,9153,10,3,2023-09-02T14:04:58.316000+00:00,34.336,34.486,31.749,285.0,289,False,100.571,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",268.0
1218,9153,10,4,2023-09-02T14:06:38.924000+00:00,29.968,33.53,36.831,294.0,299,False,100.329,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",337.0
1218,9153,10,5,2023-09-02T14:16:00.808000+00:00,,32.153,39.749,316.0,236,True,563.798,"[None, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",260.0
1218,9153,10,6,2023-09-02T14:17:43.042000+00:00,27.119,28.047,27.379,320.0,337,False,82.545,"[2049, 2049, 2049, 2049, 2048, 2048, 2049, 2049]","[2048, 2048, 2049, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2048, 2048, 2049, 2049, 2049]",346.0
1218,9153,10,7,2023-09-02T14:19:05.650000+00:00,34.891,34.552,40.326,206.0,286,False,109.769,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",282.0
1218,9153,11,1,2023-09-02T14:01:38.162000+00:00,,30.845,30.637,292.0,297,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2051, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",210.0
1218,9153,11,2,2023-09-02T14:03:10.723000+00:00,27.144,27.868,27.214,322.0,336,False,82.226,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",345.0
1218,9153,11,3,2023-09-02T14:04:33.394000+00:00,38.736,38.017,31.482,250.0,285,False,108.235,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",210.0
1218,9153,11,4,2023-09-02T14:06:21.221000+00:00,31.991,35.206,34.787,288.0,252,False,101.984,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",282.0
1218,9153,11,5,2023-09-02T14:08:03.298000+00:00,27.218,27.691,27.002,321.0,334,False,81.911,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2049, 2049, 2049, 2049, 2049, 2049, 2048]","[2048, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2048]",342.0
1218,9153,11,6,2023-09-02T14:09:25.094000+00:00,40.217,33.451,39.847,217.0,294,False,113.515,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",222.0
1218,9153,11,7,2023-09-02T14:12:34.967000+00:00,,34.62,33.457,292.0,301,True,178.456,"[2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",203.0
1218,9153,11,8,2023-09-02T14:14:17.091000+00:00,27.14,27.767,27.035,321.0,337,False,81.942,"[2049, 2048, 2049, 2048, 2049, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2049, 2049, 2049]",342.0
1218,9153,11,9,2023-09-02T14:15:39.027000+00:00,33.425,34.344,40.759,249.0,281,False,108.528,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",213.0
1218,9153,11,10,2023-09-02T14:26:51.598000+00:00,,39.081,34.28,245.0,239,True,670.165,"[2064, 2064, 2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2049, 2049, 2049, 2049]",210.0
1218,9153,11,11,2023-09-02T14:28:37.690000+00:00,26.932,27.571,26.91,321.0,336,False,81.413,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",344.0
